"originx","originy","widthx","widthy","totalSpatialLoss","maxSpatialLoss","propSpatialLoss","bintype","distrib"
0,0,6,8,269316.36165658,1406573.70072124,0.191469783288629,"standard","norm"
0,0,6,8,366192.428663813,1406573.70072124,0.260343577073881,"random","norm"
0,0,6,10,311914.941122036,1406573.70072124,0.221755135164335,"standard","norm"
0,0,6,10,422928.427908431,1406573.70072124,0.300679891634238,"random","norm"
0,0,6,12,356293.919642264,1406573.70072124,0.253306257226031,"standard","norm"
0,0,6,12,482579.836644442,1406573.70072124,0.343088909167713,"random","norm"
0,0,6,14,400335.668393483,1406573.70072124,0.284617626639974,"standard","norm"
0,0,6,14,541362.550391892,1406573.70072124,0.384880330205451,"random","norm"
0,0,6,16,446998.283235777,1406573.70072124,0.317792294144683,"standard","norm"
0,0,6,16,604438.428230071,1406573.70072124,0.429723965349372,"random","norm"
0,0,6,18,495543.748843793,1406573.70072124,0.352305569619066,"standard","norm"
0,0,6,18,666372.89813817,1406573.70072124,0.473756119424443,"random","norm"
0,0,6,20,538412.790749421,1406573.70072124,0.38278320607967,"standard","norm"
0,0,6,20,726043.054562335,1406573.70072124,0.516178465579194,"random","norm"
0,0,8,2,212811.716607427,1406573.70072124,0.151297949405926,"standard","norm"
0,0,8,2,285231.270418617,1406573.70072124,0.202784447251048,"random","norm"
0,0,8,4,237699.63364254,1406573.70072124,0.168991950809728,"standard","norm"
0,0,8,4,322006.32642598,1406573.70072124,0.22892957991527,"random","norm"
0,0,8,6,269957.606606216,1406573.70072124,0.191925674756888,"standard","norm"
0,0,8,6,366543.705189002,1406573.70072124,0.260593316227264,"random","norm"
0,0,8,8,306426.890434395,1406573.70072124,0.217853419466944,"standard","norm"
0,0,8,8,416463.059061436,1406573.70072124,0.296083354073726,"random","norm"
0,0,8,10,346093.865183886,1406573.70072124,0.246054554415757,"standard","norm"
0,0,8,10,471268.523939606,1406573.70072124,0.335047160129582,"random","norm"
0,0,8,12,388097.290802721,1406573.70072124,0.275916783175826,"standard","norm"
0,0,8,12,528016.427029271,1406573.70072124,0.375391937698341,"random","norm"
0,0,8,14,430111.571503104,1406573.70072124,0.305786729328552,"standard","norm"
0,0,8,14,585339.469304926,1406573.70072124,0.416145609010596,"random","norm"
0,0,8,16,474780.811530125,1406573.70072124,0.337544212071274,"standard","norm"
0,0,8,16,642276.529621375,1406573.70072124,0.456624867429301,"random","norm"
0,0,8,18,521623.47441347,1406573.70072124,0.370846884273467,"standard","norm"
0,0,8,18,704134.344238194,1406573.70072124,0.500602523619731,"random","norm"
0,0,8,20,563232.470821371,1406573.70072124,0.400428694587826,"standard","norm"
0,0,8,20,762099.930032009,1406573.70072124,0.541813009614238,"random","norm"
0,0,10,2,261246.954928519,1406573.70072124,0.185732859070635,"standard","norm"
0,0,10,2,348896.577060304,1406573.70072124,0.248047135305746,"random","norm"
0,0,10,4,283298.08940264,1406573.70072124,0.201410057117786,"standard","norm"
0,0,10,4,382510.195954803,1406573.70072124,0.271944652284247,"random","norm"
0,0,10,6,312602.961128443,1406573.70072124,0.222244281240402,"standard","norm"
0,0,10,6,424088.194640344,1406573.70072124,0.301504424846624,"random","norm"
0,0,10,8,346144.356360804,1406573.70072124,0.246090450989745,"standard","norm"
0,0,10,8,471209.079776692,1406573.70072124,0.335004898452939,"random","norm"
0,0,10,10,383240.441935777,1406573.70072124,0.272463818809683,"standard","norm"
0,0,10,10,521428.731496326,1406573.70072124,0.370708432291147,"random","norm"
0,0,10,12,422701.224446678,1406573.70072124,0.300518361910175,"standard","norm"
0,0,10,12,573448.519063417,1406573.70072124,0.407691768137976,"random","norm"
0,0,10,14,462946.608268781,1406573.70072124,0.329130715320072,"standard","norm"
0,0,10,14,629667.829719131,1406573.70072124,0.44766074425838,"random","norm"
0,0,10,16,505651.23511346,1406573.70072124,0.359491461310689,"standard","norm"
0,0,10,16,686143.807551109,1406573.70072124,0.487812197255843,"random","norm"
0,0,10,18,550670.586932351,1406573.70072124,0.391497855142599,"standard","norm"
0,0,10,18,746044.55242709,1406573.70072124,0.530398479684746,"random","norm"
0,0,10,20,591488.73523647,1406573.70072124,0.420517414006232,"standard","norm"
0,0,10,20,804546.178870798,1406573.70072124,0.571990062417816,"random","norm"
0,0,12,2,308485.379882056,1406573.70072124,0.219316897311444,"standard","norm"
0,0,12,2,413126.97930151,1406573.70072124,0.293711576641647,"random","norm"
0,0,12,4,328501.590324406,1406573.70072124,0.233547371286669,"standard","norm"
0,0,12,4,442506.22981573,1406573.70072124,0.314598680174975,"random","norm"
0,0,12,6,355415.69296546,1406573.70072124,0.252681884200748,"standard","norm"
0,0,12,6,482474.968535342,1406573.70072124,0.343014353451901,"random","norm"
0,0,12,8,386419.91302662,1406573.70072124,0.274724255706245,"standard","norm"
0,0,12,8,526388.438148409,1406573.70072124,0.374234523138388,"random","norm"
0,0,12,10,421532.30552076,1406573.70072124,0.299687321968707,"standard","norm"
0,0,12,10,573818.757635472,1406573.70072124,0.407954988310417,"random","norm"
0,0,12,12,458944.362039474,1406573.70072124,0.32628532852857,"standard","norm"
0,0,12,12,624678.673115641,1406573.70072124,0.444113716042985,"random","norm"
0,0,12,14,497196.071009767,1406573.70072124,0.353480283866266,"standard","norm"
0,0,12,14,676560.104603859,1406573.70072124,0.480998687986947,"random","norm"
0,0,12,16,538384.759771124,1406573.70072124,0.382763277526845,"standard","norm"
0,0,12,16,733933.275508307,1406573.70072124,0.521787998120522,"random","norm"
0,0,12,18,581653.214334373,1406573.70072124,0.413524875401925,"standard","norm"
0,0,12,18,789645.645775565,1406573.70072124,0.561396566259319,"random","norm"
0,0,12,20,621121.658214038,1406573.70072124,0.441584865333079,"standard","norm"
0,0,12,20,841818.796748853,1406573.70072124,0.59848893543026,"random","norm"
0,0,14,2,359283.661715484,1406573.70072124,0.255431806759402,"standard","norm"
0,0,14,2,481069.891021046,1406573.70072124,0.342015417161839,"random","norm"
0,0,14,4,377499.634923156,1406573.70072124,0.268382406645019,"standard","norm"
0,0,14,4,508180.435870085,1406573.70072124,0.361289590164746,"random","norm"
0,0,14,6,402079.439733567,1406573.70072124,0.285857356445237,"standard","norm"
0,0,14,6,543813.079587347,1406573.70072124,0.38662252771291,"random","norm"
0,0,14,8,431229.554083432,1406573.70072124,0.306581556204495,"standard","norm"
0,0,14,8,585624.400466323,1406573.70072124,0.4163481800961,"random","norm"
0,0,14,10,463754.626167421,1406573.70072124,0.329705173592842,"standard","norm"
0,0,14,10,629662.163121415,1406573.70072124,0.447656715605126,"random","norm"
0,0,14,12,499378.209517791,1406573.70072124,0.355031669696177,"standard","norm"
0,0,14,12,679779.67206869,1406573.70072124,0.483287631298755,"random","norm"
0,0,14,14,535975.402416943,1406573.70072124,0.381050351035368,"standard","norm"
0,0,14,14,727844.031924428,1406573.70072124,0.517458865860508,"random","norm"
0,0,14,16,575266.236944022,1406573.70072124,0.408984070048408,"standard","norm"
0,0,14,16,782967.972969577,1406573.70072124,0.556649091738387,"random","norm"
0,0,14,18,617206.339807337,1406573.70072124,0.438801279656273,"standard","norm"
0,0,14,18,838528.160504358,1406573.70072124,0.596149465950056,"random","norm"
0,0,14,20,655237.406541175,1406573.70072124,0.465839369956366,"standard","norm"
0,0,14,20,891583.849222963,1406573.70072124,0.63386927308949,"random","norm"
0,0,16,2,406005.293934024,1406573.70072124,0.288648432517856,"standard","norm"
0,0,16,2,542623.352854748,1406573.70072124,0.385776694514132,"random","norm"
0,0,16,4,422795.462274689,1406573.70072124,0.300585360054646,"standard","norm"
0,0,16,4,568151.874532059,1406573.70072124,0.403926132161246,"random","norm"
0,0,16,6,445870.22069933,1406573.70072124,0.316990300949538,"standard","norm"
0,0,16,6,602265.441658388,1406573.70072124,0.428179086065359,"random","norm"
0,0,16,8,473231.801189286,1406573.70072124,0.336442947103754,"standard","norm"
0,0,16,8,640928.881056934,1406573.70072124,0.455666760105277,"random","norm"
0,0,16,10,504406.571526678,1406573.70072124,0.358606570894962,"standard","norm"
0,0,16,10,687088.299262674,1406573.70072124,0.488483681239286,"random","norm"
0,0,16,12,538087.051702185,1406573.70072124,0.382551622731376,"standard","norm"
0,0,16,12,731673.307652388,1406573.70072124,0.520181279713402,"random","norm"
0,0,16,14,573082.371691384,1406573.70072124,0.4074314565938,"standard","norm"
0,0,16,14,781346.936175681,1406573.70072124,0.555496619747004,"random","norm"
0,0,16,16,611106.078168832,1406573.70072124,0.434464314138307,"standard","norm"
0,0,16,16,831875.88243298,1406573.70072124,0.591420045751194,"random","norm"
0,0,16,18,651455.241266446,1406573.70072124,0.463150449160542,"standard","norm"
0,0,16,18,886954.958800059,1406573.70072124,0.630578375200151,"random","norm"
0,0,16,20,688245.603217838,1406573.70072124,0.489306463546796,"standard","norm"
0,0,16,20,936384.382571185,1406573.70072124,0.66572009848545,"random","norm"
0,0,18,2,457728.42458771,1406573.70072124,0.325420860885572,"standard","norm"
0,0,18,2,610782.48586757,1406573.70072124,0.43423425701361,"random","norm"
0,0,18,4,473180.733972215,1406573.70072124,0.336406640995482,"standard","norm"
0,0,18,4,636223.157994512,1406573.70072124,0.452321238246017,"random","norm"
0,0,18,6,494705.816539091,1406573.70072124,0.351709843775285,"standard","norm"
0,0,18,6,665219.393376108,1406573.70072124,0.472936038143618,"random","norm"
0,0,18,8,520254.678099172,1406573.70072124,0.369873742010394,"standard","norm"
0,0,18,8,703072.310229423,1406573.70072124,0.499847473238633,"random","norm"
0,0,18,10,549525.78973323,1406573.70072124,0.39068396448153,"standard","norm"
0,0,18,10,746306.749088841,1406573.70072124,0.53058488773547,"random","norm"
0,0,18,12,581781.801660588,1406573.70072124,0.413616294234901,"standard","norm"
0,0,18,12,790848.43138308,1406573.70072124,0.562251683632051,"random","norm"
0,0,18,14,615182.229643196,1406573.70072124,0.437362243676073,"standard","norm"
0,0,18,14,838846.323648824,1406573.70072124,0.596375663229518,"random","norm"
0,0,18,16,651420.875852366,1406573.70072124,0.463126017156686,"standard","norm"
